"stop_id","stop_name","stop_lat","stop_lon","location_type","parent_station","zone_id","wheelchair_boarding","the_geom","the_geom_2272"
"16509","12th St & Federal St ",39.935175,-75.163615,NULL,NULL,1,1,"0101000020E6100000A4880CAB78CA52C0B6847CD0B3F74340","0101000020E0080000A4880CAB78CA52C0B6847CD0B3F74340"
"16511","12th St & Wharton St",39.93373,-75.163939,NULL,NULL,1,1,"0101000020E61000007EE200FA7DCA52C0A4A5F27684F74340","0101000020E00800007EE200FA7DCA52C0A4A5F27684F74340"
"16514","12th St & Reed St ",39.932544,-75.164191,NULL,NULL,1,1,"0101000020E61000000BD3F71A82CA52C05F0A0F9A5DF74340","0101000020E00800000BD3F71A82CA52C05F0A0F9A5DF74340"
"16516","12th St & Dickinson St ",39.931331,-75.164491,NULL,NULL,1,1,"0101000020E6100000205F420587CA52C02060ADDA35F74340","0101000020E0080000205F420587CA52C02060ADDA35F74340"
"16518","12th St & Tasker St ",39.9301,-75.164732,NULL,NULL,1,1,"0101000020E6100000B32616F88ACA52C03B014D840DF74340","0101000020E0080000B32616F88ACA52C03B014D840DF74340"
"16521","Roxborough Av & Houghton St ",40.030628,-75.209744,NULL,NULL,1,1,"0101000020E6100000102219726CCD52C0C32B499EEB034440","0101000020E0080000102219726CCD52C0C32B499EEB034440"
"16522","12th St & Morris St ",39.928886,-75.165008,NULL,NULL,1,1,"0101000020E610000004E5B67D8FCA52C02BDB87BCE5F64340","0101000020E008000004E5B67D8FCA52C02BDB87BCE5F64340"
"16523","Roxborough Av & Henry Av ",40.031437,-75.207909,NULL,NULL,1,1,"0101000020E6100000D2E28C614ECD52C03271AB2006044440","0101000020E0080000D2E28C614ECD52C03271AB2006044440"
"16524","12th St & Moore St ",39.927691,-75.165295,NULL,NULL,1,1,"0101000020E61000004FCC7A3194CA52C093E52494BEF64340","0101000020E00800004FCC7A3194CA52C093E52494BEF64340"
"16525","Henry Av & Rector St ",40.030579,-75.20712,NULL,NULL,1,1,"0101000020E61000003E963E7441CD52C0E2783E03EA034440","0101000020E00800003E963E7441CD52C0E2783E03EA034440"
"16527","Henry Av & Walnut Ln",40.02889,-75.205908,NULL,NULL,1,1,"0101000020E6100000067FBF982DCD52C03997E2AAB2034440","0101000020E0080000067FBF982DCD52C03997E2AAB2034440"
"16528","Henry Av & Markle St",40.027228,-75.204707,NULL,NULL,1,1,"0101000020E6100000C99063EB19CD52C08BC404357C034440","0101000020E0080000C99063EB19CD52C08BC404357C034440"
"16529","Henry Av & Hermit St ",40.02586,-75.203458,NULL,NULL,1,1,"0101000020E61000000307B47405CD52C0252367614F034440","0101000020E00800000307B47405CD52C0252367614F034440"
"16530","Henry Av & School House Ln ",40.020449,-75.192601,NULL,NULL,1,1,"0101000020E6100000520B259353CC52C0321EA5129E024440","0101000020E0080000520B259353CC52C0321EA5129E024440"
"16531","Henry Av & Coulter St ",40.017738,-75.189312,NULL,NULL,1,1,"0101000020E6100000622F14B01DCC52C0BFF2203D45024440","0101000020E0080000622F14B01DCC52C0BFF2203D45024440"
"16532","Henry Av & Midvale Av",40.017032,-75.188523,NULL,NULL,1,1,"0101000020E6100000CEE2C5C210CC52C0247EC51A2E024440","0101000020E0080000CEE2C5C210CC52C0247EC51A2E024440"
"16533","Henry Av & Queen Ln ",40.015878,-75.187191,NULL,NULL,1,1,"0101000020E6100000C1C6F5EFFACB52C0EA5C514A08024440","0101000020E0080000C1C6F5EFFACB52C0EA5C514A08024440"
"16534","Henry Av & Ainslie St",40.014912,-75.186071,NULL,NULL,1,1,"0101000020E6100000FAEE5696E8CB52C0B328ECA2E8014440","0101000020E0080000FAEE5696E8CB52C0B328ECA2E8014440"
"16535","Henry Av &  Bowman St ",40.013928,-75.18494,NULL,NULL,1,1,"0101000020E610000039EE940ED6CB52C0D53F8864C8014440","0101000020E008000039EE940ED6CB52C0D53F8864C8014440"
"16536","Henry Av & Abbottsford Av ",40.011539,-75.182194,NULL,NULL,1,1,"0101000020E6100000C1E10511A9CB52C074D0251C7A014440","0101000020E0080000C1E10511A9CB52C074D0251C7A014440"
"16537","Hunting Park Av & Henry Av - FS",40.005141,-75.178305,NULL,NULL,1,1,"0101000020E6100000A6ED5F5969CB52C0336FD575A8004440","0101000020E0080000A6ED5F5969CB52C0336FD575A8004440"
"16538","Hunting Park Av & 29th St",40.005897,-75.176884,NULL,NULL,1,1,"0101000020E6100000E2CB441152CB52C07F129F3BC1004440","0101000020E0080000E2CB441152CB52C07F129F3BC1004440"
"16542","Chalmers Av & Lehigh Av ",39.997371,-75.180211,NULL,NULL,1,1,"0101000020E610000049D8B79388CB52C04A7D59DAA9FF4340","0101000020E008000049D8B79388CB52C04A7D59DAA9FF4340"
"16543","Lehigh Av & 31st St",39.997526,-75.181687,NULL,NULL,1,1,"0101000020E6100000EFC682C2A0CB52C0717495EEAEFF4340","0101000020E0080000EFC682C2A0CB52C0717495EEAEFF4340"
"16545","33rd St & Lehigh Av - FS",39.997595,-75.185161,NULL,NULL,1,1,"0101000020E6100000A8DF85ADD9CB52C099D36531B1FF4340","0101000020E0080000A8DF85ADD9CB52C099D36531B1FF4340"
"16546","33rd St & Huntingdon St",39.996346,-75.185425,NULL,NULL,1,1,"0101000020E610000017B7D100DECB52C00EC0064488FF4340","0101000020E008000017B7D100DECB52C00EC0064488FF4340"
"16547","33rd St & Cumberland St",39.994865,-75.185773,NULL,NULL,1,1,"0101000020E6100000B5DE6FB4E3CB52C0AF777FBC57FF4340","0101000020E0080000B5DE6FB4E3CB52C0AF777FBC57FF4340"
"16548","33rd St & York St",39.993385,-75.186097,NULL,NULL,1,1,"0101000020E61000008F386403E9CB52C022AB5B3D27FF4340","0101000020E00800008F386403E9CB52C022AB5B3D27FF4340"
"16549","33rd St & Dauphin St",39.991984,-75.186433,NULL,NULL,1,1,"0101000020E61000004A79AD84EECB52C0E013EB54F9FE4340","0101000020E00800004A79AD84EECB52C0E013EB54F9FE4340"
"16550","33rd St & Susquehanna Av",39.990307,-75.186781,NULL,NULL,1,1,"0101000020E6100000E8A04B38F4CB52C0FCFF3861C2FE4340","0101000020E0080000E8A04B38F4CB52C0FCFF3861C2FE4340"
"16551","33rd St & Diamond St",39.988737,-75.187141,NULL,NULL,1,1,"0101000020E610000068AF3E1EFACB52C02EAC1BEF8EFE4340","0101000020E008000068AF3E1EFACB52C02EAC1BEF8EFE4340"
"16552","33rd St & Norris St",39.987166,-75.187477,NULL,NULL,1,1,"0101000020E610000024F0879FFFCB52C090DC9A745BFE4340","0101000020E008000024F0879FFFCB52C090DC9A745BFE4340"
"16553","33rd St & Berks St ",39.985677,-75.187801,NULL,NULL,1,1,"0101000020E6100000FD497CEE04CC52C0AFB5F7A92AFE4340","0101000020E0080000FD497CEE04CC52C0AFB5F7A92AFE4340"
"16554","33rd St & Montgomery Av ",39.984187,-75.188113,NULL,NULL,1,1,"0101000020E6100000F5BC1B0B0ACC52C0FD12F1D6F9FD4340","0101000020E0080000F5BC1B0B0ACC52C0FD12F1D6F9FD4340"
"16555","33rd St & Cecil B Moore Av",39.982724,-75.188461,NULL,NULL,1,1,"0101000020E610000093E4B9BE0FCC52C0457F68E6C9FD4340","0101000020E008000093E4B9BE0FCC52C0457F68E6C9FD4340"
"16557","Poplar St & 28th St",39.972948,-75.182221,NULL,NULL,1,1,"0101000020E61000003EE94482A9CB52C0B45A608F89FC4340","0101000020E00800003EE94482A9CB52C0B45A608F89FC4340"
"16558","Poplar St & 27th St ",39.972775,-75.180863,NULL,NULL,1,1,"0101000020E61000009D83674293CB52C0E6AE25E483FC4340","0101000020E00800009D83674293CB52C0E6AE25E483FC4340"
"16559","Poplar St & 26th St",39.972576,-75.179258,NULL,NULL,1,1,"0101000020E6100000F8E28BF678CB52C0EF6FD05E7DFC4340","0101000020E0080000F8E28BF678CB52C0EF6FD05E7DFC4340"
"16560","26th St & Parrish St",39.97147,-75.179462,NULL,NULL,1,1,"0101000020E6100000FC372F4E7CCB52C0C685032159FC4340","0101000020E0080000FC372F4E7CCB52C0C685032159FC4340"
"16561","26th St & Brown St",39.970372,-75.179702,NULL,NULL,1,1,"0101000020E6100000A741D13C80CB52C0207A522635FC4340","0101000020E0080000A741D13C80CB52C0207A522635FC4340"
"16562","26th St & Aspen St ",39.969159,-75.179978,NULL,NULL,1,1,"0101000020E6100000F8FF71C284CB52C0E1CFF0660DFC4340","0101000020E0080000F8FF71C284CB52C0E1CFF0660DFC4340"
"16563","26th St & Pennsylvania Av ",39.968062,-75.180195,NULL,NULL,1,1,"0101000020E6100000C6F99B5088CB52C00C40A374E9FB4340","0101000020E0080000C6F99B5088CB52C00C40A374E9FB4340"
"16564","Pennsylvania Av & 25th St ",39.966658,-75.179125,NULL,NULL,1,1,"0101000020E61000005839B4C876CB52C059350873BBFB4340","0101000020E00800005839B4C876CB52C059350873BBFB4340"
"16565","Pennsylvania Av & 24th St",39.965379,-75.177712,NULL,NULL,1,1,"0101000020E6100000D50627A25FCB52C0629F008A91FB4340","0101000020E0080000D50627A25FCB52C0629F008A91FB4340"
"16566","Pennsylvania Av & Spring Garden St - MBFS",39.963689,-75.175745,NULL,NULL,1,1,"0101000020E6100000E0DBF4673FCB52C0EA4141295AFB4340","0101000020E0080000E0DBF4673FCB52C0EA4141295AFB4340"
"16569","21st St & Ben Franklin Pkwy",39.960659,-75.173642,NULL,NULL,1,1,"0101000020E610000092CD55F31CCB52C0D5CDC5DFF6FA4340","0101000020E008000092CD55F31CCB52C0D5CDC5DFF6FA4340"
"16575","12th St & Mifflin St ",39.926442,-75.165536,NULL,NULL,1,1,"0101000020E6100000E2934E2498CA52C007D2C5A695F64340","0101000020E0080000E2934E2498CA52C007D2C5A695F64340"
"16576","12th St & McKean St ",39.925229,-75.165836,NULL,NULL,1,1,"0101000020E6100000F71F990E9DCA52C0C82764E76DF64340","0101000020E0080000F71F990E9DCA52C0C82764E76DF64340"
"16577","12th St & Snyder Av ",39.924025,-75.166112,NULL,NULL,1,1,"0101000020E610000048DE3994A1CA52C0DCD7817346F64340","0101000020E008000048DE3994A1CA52C0DCD7817346F64340"
"16585","12th St & Jackson St ",39.922785,-75.166364,NULL,NULL,1,1,"0101000020E6100000D5CE30B5A5CA52C0A31EA2D11DF64340","0101000020E0080000D5CE30B5A5CA52C0A31EA2D11DF64340"
"16586","12th St & Wolf St ",39.921536,-75.16664,NULL,NULL,1,1,"0101000020E6100000268DD13AAACA52C0180B43E4F4F54340","0101000020E0080000268DD13AAACA52C0180B43E4F4F54340"
"16587","12th St & Ritner St ",39.920287,-75.166904,NULL,NULL,1,1,"0101000020E610000095641D8EAECA52C08CF7E3F6CBF54340","0101000020E008000095641D8EAECA52C08CF7E3F6CBF54340"
"16588","12th St & Porter St ",39.919065,-75.167192,NULL,NULL,1,1,"0101000020E6100000C8091346B3CA52C0FAF202ECA3F54340","0101000020E0080000C8091346B3CA52C0FAF202ECA3F54340"
"16589","12th St & Shunk St ",39.917771,-75.167457,NULL,NULL,1,1,"0101000020E61000001F9F909DB7CA52C0CE1B278579F54340","0101000020E00800001F9F909DB7CA52C0CE1B278579F54340"
"16590","12th St & Oregon Av",39.916522,-75.167709,NULL,NULL,1,1,"0101000020E6100000AC8F87BEBBCA52C04208C89750F54340","0101000020E0080000AC8F87BEBBCA52C04208C89750F54340"
"16591","Oregon Av & 10th St ",39.915873,-75.164678,NULL,NULL,1,1,"0101000020E6100000B91798158ACA52C00B2593533BF54340","0101000020E0080000B91798158ACA52C00B2593533BF54340"
"16592","10th St & Johnston St ",39.914714,-75.164895,NULL,NULL,1,1,"0101000020E61000008811C2A38DCA52C0BF982D5915F54340","0101000020E00800008811C2A38DCA52C0BF982D5915F54340"
"16594","11th St & Snyder Av",39.923593,-75.164402,NULL,NULL,1,1,"0101000020E61000006859F78F85CA52C042E8A04B38F64340","0101000020E00800006859F78F85CA52C042E8A04B38F64340"
"16595","Old York Rd & Nedro Av",40.042858,-75.144344,NULL,NULL,1,1,"0101000020E6100000EDD79DEE3CC952C09D2FF65E7C054440","0101000020E0080000EDD79DEE3CC952C09D2FF65E7C054440"
"16597","Old York Rd & Church Ln",40.046171,-75.145182,NULL,NULL,1,1,"0101000020E6100000F27D71A94AC952C006836BEEE8054440","0101000020E0080000F27D71A94AC952C006836BEEE8054440"
"16598","Old York Rd & Godfrey Av",40.04776,-75.145401,NULL,NULL,1,1,"0101000020E610000091F3FE3F4EC952C04A07EBFF1C064440","0101000020E008000091F3FE3F4EC952C04A07EBFF1C064440"
"16599","Old York Rd & Stenton Av",40.04858,-75.144972,NULL,NULL,1,1,"0101000020E61000007CB5A33847C952C0AE9E93DE37064440","0101000020E00800007CB5A33847C952C0AE9E93DE37064440"
"16600","11th St & Mifflin St ",39.926073,-75.163861,NULL,NULL,1,1,"0101000020E6100000C005D9B27CCA52C0B45A608F89F64340","0101000020E0080000C005D9B27CCA52C0B45A608F89F64340"
"16601","11th St & Moore St ",39.927295,-75.163562,NULL,NULL,1,1,"0101000020E61000009337C0CC77CA52C0465F419AB1F64340","0101000020E00800009337C0CC77CA52C0465F419AB1F64340"
"16602","Old York Rd & Medary Av - FS",40.049971,-75.144067,NULL,NULL,1,1,"0101000020E6100000B45BCB6438C952C0CC5F217365064440","0101000020E0080000B45BCB6438C952C0CC5F217365064440"
"16603","11th St & Morris St ",39.928472,-75.163309,NULL,NULL,1,1,"0101000020E61000001E8997A773CA52C038A0A52BD8F64340","0101000020E00800001E8997A773CA52C038A0A52BD8F64340"
"16604","Old York Rd & Chelten Av",40.050675,-75.143592,NULL,NULL,1,1,"0101000020E6100000E7FD7F9C30C952C0C6DCB5847C064440","0101000020E0080000E7FD7F9C30C952C0C6DCB5847C064440"
"16606","Passyunk Av & Dickinson St ",39.930844,-75.162191,NULL,NULL,1,1,"0101000020E6100000282D5C5661CA52C0C3D66CE525F74340","0101000020E0080000282D5C5661CA52C0C3D66CE525F74340"
"16608","Passyunk Av & 10th St ",39.931609,-75.16122,NULL,NULL,1,1,"0101000020E610000083DDB06D51CA52C063D4B5F63EF74340","0101000020E008000083DDB06D51CA52C063D4B5F63EF74340"
"16609","11th St & Wharton St ",39.93337,-75.162229,NULL,NULL,1,1,"0101000020E61000009E5DBEF561CA52C0A4880CAB78F74340","0101000020E00800009E5DBEF561CA52C0A4880CAB78F74340"
"16611","Old York Rd & Broad St - FS",40.054908,-75.140855,NULL,NULL,1,1,"0101000020E6100000999EB0C403C952C0F624B03907074440","0101000020E0080000999EB0C403C952C0F624B03907074440"
"16612","Old York Rd & 68th Av",40.056477,-75.139926,NULL,NULL,1,1,"0101000020E61000000C772E8CF4C852C0F4FC69A33A074440","0101000020E00800000C772E8CF4C852C0F4FC69A33A074440"
"16613","Old York Rd & 69th Av",40.057903,-75.139045,NULL,NULL,1,1,"0101000020E610000007EBFF1CE6C852C08FAB915D69074440","0101000020E008000007EBFF1CE6C852C08FAB915D69074440"
"16614","Old York Rd & Lakeside Av",40.058625,-75.138604,NULL,NULL,1,1,"0101000020E610000011C64FE3DEC852C02FDD240681074440","0101000020E008000011C64FE3DEC852C02FDD240681074440"
"16615","Old York Rd & 70th Av",40.059364,-75.138152,NULL,NULL,1,1,"0101000020E610000021787C7BD7C852C0A647533D99074440","0101000020E008000021787C7BD7C852C0A647533D99074440"
"16616","Old York Rd & 71st Av",40.060817,-75.137271,NULL,NULL,1,1,"0101000020E61000001CEC4D0CC9C852C03A05F9D9C8074440","0101000020E00800001CEC4D0CC9C852C03A05F9D9C8074440"
"16618","Old York Rd & Valley Rd",40.062974,-75.135914,NULL,NULL,1,1,"0101000020E61000006344A2D0B2C852C0C83F33880F084440","0101000020E00800006344A2D0B2C852C0C83F33880F084440"
"16619","Old York Rd  & Melrose Av",40.066853,-75.134526,NULL,NULL,1,1,"0101000020E61000008C9DF0129CC852C0DB519CA38E084440","0101000020E00800008C9DF0129CC852C0DB519CA38E084440"
"16620","Old York Rd & Academy Ln",40.068816,-75.134198,NULL,NULL,1,1,"0101000020E6100000124C35B396C852C084B872F6CE084440","0101000020E0080000124C35B396C852C084B872F6CE084440"
"16621","Old York Rd & Ashbourne Rd",40.070868,-75.133788,NULL,NULL,1,1,"0101000020E610000039268BFB8FC852C09D2ADF3312094440","0101000020E008000039268BFB8FC852C09D2ADF3312094440"
"16622","Old York Rd & Spring Av",40.073014,-75.131626,NULL,NULL,1,1,"0101000020E61000006953758F6CC852C03813D38558094440","0101000020E00800006953758F6CC852C03813D38558094440"
"16623","Old York Rd & Chelten Hills Dr",40.074499,-75.129538,NULL,NULL,1,1,"0101000020E6100000B665C0594AC852C0D84AE82E89094440","0101000020E0080000B665C0594AC852C0D84AE82E89094440"
"16624","Old York Rd & Stahr Rd",40.07588,-75.128219,NULL,NULL,1,1,"0101000020E610000074EE76BD34C852C0D235936FB6094440","0101000020E008000074EE76BD34C852C0D235936FB6094440"
"16625","Old York Rd & Church Rd",40.076824,-75.12734,NULL,NULL,1,1,"0101000020E610000040DEAB5626C852C022C66B5ED5094440","0101000020E008000040DEAB5626C852C022C66B5ED5094440"
"16626","Old York Rd & Forrest Av",40.07808,-75.126376,NULL,NULL,1,1,"0101000020E6100000F4BF5C8B16C852C0603C8386FE094440","0101000020E0080000F4BF5C8B16C852C0603C8386FE094440"
"16629","Old York Rd & Meetinghouse Rd - FS",40.083518,-75.127477,NULL,NULL,1,1,"0101000020E6100000807F4A9528C852C04C50C3B7B00A4440","0101000020E0080000807F4A9528C852C04C50C3B7B00A4440"
"16630","Old York Rd & Breyer Dr",40.085277,-75.127836,NULL,NULL,1,1,"0101000020E610000018D00B772EC852C0ED0C535BEA0A4440","0101000020E008000018D00B772EC852C0ED0C535BEA0A4440"
"16632","Old York Rd & Lenox Rd",40.088391,-75.127161,NULL,NULL,1,1,"0101000020E6100000E814E46723C852C060217365500B4440","0101000020E0080000E814E46723C852C060217365500B4440"
"16635","Old York Rd & Greenwood Av",40.094938,-75.125595,NULL,NULL,1,1,"0101000020E6100000A2629CBF09C852C0E692AAED260C4440","0101000020E0080000A2629CBF09C852C0E692AAED260C4440"
"16636","Old York Rd & West Av - FS",40.096027,-75.125744,NULL,NULL,1,1,"0101000020E6100000C4EA8F300CC852C03944DC9C4A0C4440","0101000020E0080000C4EA8F300CC852C03944DC9C4A0C4440"
"16637","Old York Rd & Homestead Rd",40.096795,-75.125776,NULL,NULL,1,1,"0101000020E6100000CAA7C7B60CC852C04AB54FC7630C4440","0101000020E0080000CAA7C7B60CC852C04AB54FC7630C4440"
"16638","Old York Rd & Vista Rd - FS",40.098536,-75.125793,NULL,NULL,1,1,"0101000020E6100000354415FE0CC852C045BDE0D39C0C4440","0101000020E0080000354415FE0CC852C045BDE0D39C0C4440"
"16639","Old York Rd & Rydal Rd",40.099687,-75.125847,NULL,NULL,1,1,"0101000020E61000002E5393E00DC852C00E6B2A8BC20C4440","0101000020E00800002E5393E00DC852C00E6B2A8BC20C4440"
"16640","Old York Rd & Madeira Av",40.101677,-75.125625,NULL,NULL,1,1,"0101000020E6100000D7A3703D0AC852C0B1E07EC0030D4440","0101000020E0080000D7A3703D0AC852C0B1E07EC0030D4440"
"16641","Old York Rd & Rodman Av",40.103542,-75.125464,NULL,NULL,1,1,"0101000020E6100000D234289A07C852C097E13FDD400D4440","0101000020E0080000D234289A07C852C097E13FDD400D4440"
"16642","Old York Rd & Baeder Rd",40.104817,-75.124902,NULL,NULL,1,1,"0101000020E61000001F4DF564FEC752C04C88B9A46A0D4440","0101000020E00800001F4DF564FEC752C04C88B9A46A0D4440"
"16645","Old York Rd & Brook Rd",40.112256,-75.122977,NULL,NULL,1,1,"0101000020E6100000414AECDADEC752C0D06394675E0E4440","0101000020E0080000414AECDADEC752C0D06394675E0E4440"
"16646","Old York Rd & Susquehanna Rd",40.114404,-75.12176,NULL,NULL,1,1,"0101000020E6100000807D74EACAC752C00B444FCAA40E4440","0101000020E0080000807D74EACAC752C00B444FCAA40E4440"
"16647","Old York Rd & Horace Av",40.117167,-75.120174,NULL,NULL,1,1,"0101000020E610000017F549EEB0C752C0D1950854FF0E4440","0101000020E008000017F549EEB0C752C0D1950854FF0E4440"
"16648","Old York Rd & Woodland Rd",40.118816,-75.119232,NULL,NULL,1,1,"0101000020E6100000BF28417FA1C752C0EB1ED95C350F4440","0101000020E0080000BF28417FA1C752C0EB1ED95C350F4440"
"16649","Old York Rd & Keith Rd",40.120706,-75.11817,NULL,NULL,1,1,"0101000020E61000009357E71890C752C02A37514B730F4440","0101000020E00800009357E71890C752C02A37514B730F4440"
"16650","Old York Rd & Rockwell Rd",40.122828,-75.117202,NULL,NULL,1,1,"0101000020E6100000A741D13C80C752C03C84F1D3B80F4440","0101000020E0080000A741D13C80C752C03C84F1D3B80F4440"
"16651","Old York Rd & London Rd - FS",40.123917,-75.117162,NULL,NULL,1,1,"0101000020E61000005F950B957FC752C08F352383DC0F4440","0101000020E00800005F950B957FC752C08F352383DC0F4440"
"16652","Old York Rd & Jericho Rd - MBNS",40.125238,-75.11718,NULL,NULL,1,1,"0101000020E6100000B3EF8AE07FC752C0B51B7DCC07104440","0101000020E0080000B3EF8AE07FC752C0B51B7DCC07104440"
"16653","Old York Rd & Butler Av",40.129601,-75.11645,NULL,NULL,1,1,"0101000020E6100000A167B3EA73C752C0B343FCC396104440","0101000020E0080000A167B3EA73C752C0B343FCC396104440"
"16654","Old York Rd & Chester Av",40.130591,-75.116186,NULL,NULL,1,1,"0101000020E6100000329067976FC752C07313B534B7104440","0101000020E0080000329067976FC752C07313B534B7104440"
"16655","Old York Rd & Rubicam Av",40.132374,-75.115633,NULL,NULL,1,1,"0101000020E6100000A855F48766C752C09C6B98A1F1104440","0101000020E0080000A855F48766C752C09C6B98A1F1104440"
"16656","Old York Rd & Old Welsh Rd",40.134622,-75.114937,NULL,NULL,1,1,"0101000020E61000006C06B8205BC752C03BA92F4B3B114440","0101000020E00800006C06B8205BC752C03BA92F4B3B114440"
"16657","Old York Rd & Parkview Av",40.13546,-75.114483,NULL,NULL,1,1,"0101000020E6100000AC3C81B053C752C045F5D6C056114440","0101000020E0080000AC3C81B053C752C045F5D6C056114440"
"16659","Old York Rd & Moreland Rd",40.138713,-75.112681,NULL,NULL,1,1,"0101000020E61000005B785E2A36C752C0D943FB58C1114440","0101000020E00800005B785E2A36C752C0D943FB58C1114440"
"16660","Old York Rd & Quigley Av",40.140202,-75.111964,NULL,NULL,1,1,"0101000020E610000014950D6B2AC752C0BA6A9E23F2114440","0101000020E008000014950D6B2AC752C0BA6A9E23F2114440"
"16661","Old York Rd & Church St",40.141487,-75.11197,NULL,NULL,1,1,"0101000020E6100000850838842AC752C092E7FA3E1C124440","0101000020E0080000850838842AC752C092E7FA3E1C124440"
"16663","Old York Rd & Memorial Park/Easton Rd",40.143701,-75.115441,NULL,NULL,1,1,"0101000020E610000086E7A56263C752C085B35BCB64124440","0101000020E008000086E7A56263C752C085B35BCB64124440"
"16667","Easton Rd & Center Av",40.145543,-75.11702,NULL,NULL,1,1,"0101000020E6100000963E74417DC752C0B4942C27A1124440","0101000020E0080000963E74417DC752C0B4942C27A1124440"
"16670","Easton Rd & Allison Rd",40.14769,-75.118822,NULL,NULL,1,1,"0101000020E6100000E60297C79AC752C01EF98381E7124440","0101000020E0080000E60297C79AC752C01EF98381E7124440"
"16671","Easton Rd & Barrett Rd",40.148968,-75.119598,NULL,NULL,1,1,"0101000020E6100000B0AA5E7EA7C752C04513286211134440","0101000020E0080000B0AA5E7EA7C752C04513286211134440"
"16673","Easton Rd & Lincoln Av",40.150514,-75.120409,NULL,NULL,1,1,"0101000020E61000003849F3C7B4C752C08ACBF10A44134440","0101000020E00800003849F3C7B4C752C08ACBF10A44134440"
"16674","Easton Rd & Ellis Rd",40.151622,-75.120972,NULL,NULL,1,1,"0101000020E6100000D4EE5701BEC752C054AD855968134440","0101000020E0080000D4EE5701BEC752C054AD855968134440"
"16675","Easton Rd & Gilpin Av",40.152775,-75.121382,NULL,NULL,1,1,"0101000020E6100000AD1402B9C4C752C0BD5296218E134440","0101000020E0080000AD1402B9C4C752C0BD5296218E134440"
"16676","Easton Rd & Russell Rd - FS",40.153936,-75.121554,NULL,NULL,1,1,"0101000020E6100000ACAC6D8AC7C752C0AAD6C22CB4134440","0101000020E0080000ACAC6D8AC7C752C0AAD6C22CB4134440"
"16677","Easton Rd & Fitzwatertown Rd - MBNS",40.155873,-75.121724,NULL,NULL,1,1,"0101000020E6100000DAC87553CAC752C02AAA7EA5F3134440","0101000020E0080000DAC87553CAC752C02AAA7EA5F3134440"
"16678","Easton Rd & Wyandotte Rd - FS",40.159741,-75.122903,NULL,NULL,1,1,"0101000020E610000023658BA4DDC752C0486AA16472144440","0101000020E008000023658BA4DDC752C0486AA16472144440"
"16679","Easton Rd & Maryland Rd",40.162063,-75.123639,NULL,NULL,1,1,"0101000020E6100000A6608DB3E9C752C02272FA7ABE144440","0101000020E0080000A6608DB3E9C752C02272FA7ABE144440"
"16680","Easton Rd & Linden Av - FS",40.169818,-75.126781,NULL,NULL,1,1,"0101000020E610000044300E2E1DC852C0D522A298BC154440","0101000020E008000044300E2E1DC852C0D522A298BC154440"
"16681","Easton Rd & Blair Mill Rd - MBFS",40.172883,-75.127988,NULL,NULL,1,1,"0101000020E6100000F39194F430C852C06684B70721164440","0101000020E0080000F39194F430C852C06684B70721164440"
"16682","Easton Rd & Horsham Rd - FS",40.177766,-75.128216,NULL,NULL,1,1,"0101000020E6100000BBB4E1B034C852C09D2B4A09C1164440","0101000020E0080000BBB4E1B034C852C09D2B4A09C1164440"
"16683","Easton Rd & Meetinghouse Rd",40.182558,-75.131371,NULL,NULL,1,1,"0101000020E61000002429E96168C852C0C4CF7F0F5E174440","0101000020E00800002429E96168C852C0C4CF7F0F5E174440"
"16685","Easton Rd & Columbia Av - FS",40.185641,-75.1331,NULL,NULL,1,1,"0101000020E61000003FC6DCB584C852C0FBE59315C3174440","0101000020E00800003FC6DCB584C852C0FBE59315C3174440"
"16686","Easton Rd & County Line Rd",40.211532,-75.139309,NULL,NULL,1,1,"0101000020E610000076C24B70EAC852C05B07077B131B4440","0101000020E008000076C24B70EAC852C05B07077B131B4440"
"16687","Easton Rd & Paul Valley Rd - MBNS",40.218672,-75.139616,NULL,NULL,1,1,"0101000020E6100000E57FF277EFC852C08446B071FD1B4440","0101000020E0080000E57FF277EFC852C08446B071FD1B4440"
"16688","Easton Rd & Shetland Dr",40.238098,-75.136462,NULL,NULL,1,1,"0101000020E610000064C91CCBBBC852C01B9FC9FE791E4440","0101000020E008000064C91CCBBBC852C01B9FC9FE791E4440"
"16689","Easton Rd & K St",40.242115,-75.136339,NULL,NULL,1,1,"0101000020E6100000D78A36C7B9C852C07E6FD39FFD1E4440","0101000020E0080000D78A36C7B9C852C07E6FD39FFD1E4440"
"16690","Easton Rd & Oxford Dr - FS",40.245354,-75.13578,NULL,NULL,1,1,"0101000020E6100000DBDC989EB0C852C0ADF886C2671F4440","0101000020E0080000DBDC989EB0C852C0ADF886C2671F4440"
"16691","Easton Rd & Bristol Rd",40.251176,-75.133077,NULL,NULL,1,1,"0101000020E610000063B6645584C852C022C5008926204440","0101000020E008000063B6645584C852C022C5008926204440"
"16692","Easton Rd & Kelly Dr - FS",40.26448,-75.130803,NULL,NULL,1,1,"0101000020E6100000FFCD8B135FC852C019390B7BDA214440","0101000020E0080000FFCD8B135FC852C019390B7BDA214440"
"16693","Easton Rd & Almshouse Rd - MBFS",40.274266,-75.128117,NULL,NULL,1,1,"0101000020E6100000F243A51133C852C0CE33F6251B234440","0101000020E0080000F243A51133C852C0CE33F6251B234440"
