"dist_name","stop_id","stop_name","stop_lat","stop_lon","the_geom"
"Upper North","15511","Wister St & Spencer St",40.04736,-75.158007,"0101000020E6100000806264C91CCA52C0BC9179E40F064440"
"Upper North","15512","Broad St & 71St Av",40.061386,-75.139871,"0101000020E61000002AAA7EA5F3C852C05437177FDB074440"
"Upper North","15513","Broad St & 70th Av",40.059833,-75.140208,"0101000020E6100000CEA8F92AF9C852C05C1C959BA8074440"
"Upper North","15528","Wister St & Godfrey Av",40.04893,-75.157907,"0101000020E6100000CE33F6251BCA52C08AE5965643064440"
"Upper North","15529","Wister St & Medary Av ",40.05051,-75.157806,"0101000020E61000003447567E19CA52C07C0F971C77064440"
"Upper North","15530","Broad St & 69th Av",40.058326,-75.140533,"0101000020E610000090C01F7EFEC852C0D540F33977074440"
"Upper North","15535","Wister St & 65th Av",40.05316,-75.15763,"0101000020E610000095B7239C16CA52C049BA66F2CD064440"
"Upper North","15546","Wister St & Stenton Av ",40.054785,-75.157518,"0101000020E610000001A260C614CA52C0DBA7E33103074440"
"Upper North","15552","Stenton Av & Haines St ",40.05576,-75.158756,"0101000020E6100000CD02ED0E29CA52C06536C82423074440"
"Upper North","15554","Stenton Av & Walnut Ln",40.056808,-75.160573,"0101000020E6100000B8E7F9D346CA52C059130B7C45074440"
"Upper North","15556","Stenton Av & Beverly Rd - FS",40.057803,-75.162261,"0101000020E6100000A41AF67B62CA52C02B4EB51666074440"
"Upper North","15557","Stenton Av & Tupehocken St - FS",40.058394,-75.163287,"0101000020E61000002A37514B73CA52C02D24607479074440"
"Upper North","15559","Broad St & 68th Av",40.056818,-75.140871,"0101000020E61000001C7DCC0704C952C07DE9EDCF45074440"
"Upper North","15573","Broad St & 67th Av",40.055248,-75.141255,"0101000020E6100000605969520AC952C0AF95D05D12074440"
"Upper North","15574","Broad St & 66th Av ",40.053705,-75.141616,"0101000020E6100000C8258E3C10C952C0DB5031CEDF064440"
"Upper North","15575","Broad St & 65th Av",40.052179,-75.141894,"0101000020E6100000E95F92CA14C952C0DD442DCDAD064440"
"Upper North","15578","Broad St & Chelten Av",40.050663,-75.142208,"0101000020E6100000B14E95EF19C952C0020F0C207C064440"
"Upper North","15580","Broad St & Medary Av",40.049093,-75.142581,"0101000020E6100000FC010F0C20C952C034BBEEAD48064440"
"Upper North","15588","Broad St & Stenton Av",40.047862,-75.142846,"0101000020E610000053978C6324C952C04F5C8E5720064440"
"Upper North","15589","Stenton Av & Vernon Rd ",40.065211,-75.175196,"0101000020E6100000F698486936CB52C0732B84D558084440"
"Upper North","15697","Olney Av & Front St ",40.035236,-75.121545,"0101000020E610000082FFAD64C7C752C028D2FD9C82044440"
"Upper North","15698","Olney Av & B St ",40.034753,-75.117693,"0101000020E6100000F67D384888C752C00D384BC972044440"
"Upper North","15721","Broad St & Green Ln",40.045854,-75.143268,"0101000020E61000000EA48B4D2BC952C005323B8BDE054440"
"Upper North","15722","Olney Av & Clarkson Av ",40.032806,-75.113634,"0101000020E6100000AD6D8AC745C752C0698EACFC32044440"
"Upper North","15724","Tabor Rd & Olney Av - FS",40.030828,-75.111574,"0101000020E61000005F45460724C752C08AE6012CF2034440"
"Upper North","15741","Broad St & Champlost Av",40.044534,-75.143557,"0101000020E61000002907B30930C952C0B0C7444AB3054440"
"Upper North","15742","Broad St & Nedro Av",40.043,-75.143894,"0101000020E6100000CD052E8F35C952C02FDD240681054440"
"Upper North","15743","Broad St & Grange St",40.041519,-75.144231,"0101000020E61000007104A9143BC952C0D1949D7E50054440"
"Upper North","15775","Broad St & Somerville Av",40.035355,-75.145592,"0101000020E6100000CAA31B6151C952C003603C8386044440"
"Upper North","15778","Broad St & Fisher Av",40.033802,-75.145929,"0101000020E61000006EA296E656C952C00B45BA9F53044440"
"Upper North","15782","Olney Av & Elkins Av ",40.040843,-75.157263,"0101000020E6100000BC77D49810CA52C0A1A2EA573A054440"
"Upper North","15784","Broad St & Duncannon Av",40.03225,-75.146266,"0101000020E610000012A1116C5CC952C0E3A59BC420044440"
"Upper North","15786","Olney Av & 20th St - MBNS",40.040296,-75.156142,"0101000020E61000000DE2033BFEC952C06E14596B28054440"
"Upper North","15789","Olney Av & 20th St - FS",40.039426,-75.154218,"0101000020E6100000179D2CB5DEC952C0594E42E90B054440"
"Upper North","15790","Broad St & Fishers Ln",40.03035,-75.146687,"0101000020E6100000E5EFDE5163C952C080B74082E2034440"
"Upper North","15791","Olney Av & 18th St - MBNS",40.03919,-75.15241,"0101000020E61000005665DF15C1C952C0452A8C2D04054440"
"Upper North","15792","Olney Av & Ogontz Av",40.038935,-75.150212,"0101000020E6100000DFDDCA129DC952C0BBD573D2FB044440"
"Upper North","15793","Olney Av & 16th St ",40.038949,-75.148628,"0101000020E610000046D1031F83C952C0209BE447FC044440"
"Upper North","15794","Olney Av & 15th St",40.03899,-75.146677,"0101000020E6100000D384ED2763C952C07E6FD39FFD044440"
"Upper North","15795","Olney Av & 13th St - FS",40.038516,-75.142446,"0101000020E61000008CDCD3D51DC952C0B62FA017EE044440"
"Upper North","15796","Olney Av & 12th St - FS",40.038146,-75.140816,"0101000020E61000003AB01C2103C952C0923CD7F7E1044440"
"Upper North","15797","Broad St & Ruscomb St - FS",40.028976,-75.147047,"0101000020E610000065FED13769C952C0382F4E7CB5034440"
"Upper North","15798","Olney Av & 11th St ",40.037867,-75.139564,"0101000020E6100000BBECD79DEEC852C07F4C6BD3D8044440"
"Upper North","15799","Olney Av & 10th St",40.037515,-75.138016,"0101000020E6100000C8940F41D5C852C0020EA14ACD044440"
"Upper North","15800","Olney Av & Wagner Av ",40.037182,-75.136587,"0101000020E6100000C38366D7BDC852C0FCFF3861C2044440"
"Upper North","15801","Broad St & Rockland St",40.027718,-75.147253,"0101000020E61000003ACFD8976CC952C059C16F438C034440"
"Upper North","15802","Broad St & Loudon St",40.02622,-75.14759,"0101000020E6100000DDCD531D72C952C025404D2D5B034440"
"Upper North","15814","Olney Av & 7th St ",40.036846,-75.1342,"0101000020E6100000E3C798BB96C852C0847EA65EB7044440"
"Upper North","15815","Olney Av & 6th St ",40.036654,-75.132569,"0101000020E6100000A9DDAF027CC852C040A20914B1044440"
"Upper North","15817","Olney Av & 5th St ",40.0364,-75.130667,"0101000020E6100000A7EA1ED95CC852C086C954C1A8044440"
"Upper North","15818","Olney Av & 4th St ",40.036154,-75.128741,"0101000020E6100000E129E44A3DC852C04FCFBBB1A0044440"
"Upper North","15819","Olney Av & 3rd St ",40.036027,-75.127748,"0101000020E61000004888F2052DC852C0F16261889C044440"
"Upper North","15820","Olney Av & 2nd St ",40.035727,-75.12548,"0101000020E6100000551344DD07C852C0C74ACCB392044440"
"Upper North","15822","Olney Av & Mascher St ",40.035545,-75.123979,"0101000020E610000003999D45EFC752C0A64412BD8C044440"
"Upper North","15823","Front St & Olney Av ",40.03545,-75.121485,"0101000020E6100000187D0569C6C752C0545227A089044440"
"Upper North","15894","Tabor Av & Olney Av ",40.030883,-75.111952,"0101000020E610000032AEB8382AC752C04E8061F9F3034440"
"Upper North","15895","Olney Av & Clarkson Av ",40.032716,-75.113398,"0101000020E6100000A35BAFE941C752C02907B30930044440"
"Upper North","15896","Olney Av & Arbor St",40.034587,-75.115376,"0101000020E610000092AF045262C752C0F2EEC8586D044440"
"Upper North","15898","Olney Av & Front St ",40.035333,-75.121308,"0101000020E6100000902FA182C3C752C01BBCAFCA85044440"
"Upper North","15899","Olney Av & Mascher St ",40.035634,-75.123695,"0101000020E610000070EB6E9EEAC752C01650A8A78F044440"
"Upper North","15907","Olney Av & 11th St ",40.037929,-75.13941,"0101000020E610000010AFEB17ECC852C0F54883DBDA044440"
"Upper North","15908","Olney Av & 12th St ",40.038281,-75.140957,"0101000020E61000001B49827005C952C072874D64E6044440"
"Upper North","15910","Olney Av & Broad St - west",40.039047,-75.144371,"0101000020E61000006ADFDC5F3DC952C0E200FA7DFF044440"
"Upper North","15911","Olney Av & 15th St ",40.039114,-75.146511,"0101000020E61000004660AC6F60C952C06A6803B001054440"
"Upper North","15912","Olney Av & 16th St ",40.039065,-75.148474,"0101000020E61000009A93179980C952C089B5F81400054440"
"Upper North","15913","Olney Av & Ogontz Av",40.039041,-75.149798,"0101000020E610000066C0594A96C952C0001AA54BFF044440"
"Upper North","15914","Olney Av & 18th St - FS",40.039279,-75.152233,"0101000020E6100000CE177B2FBEC952C0B535221807054440"
"Upper North","15915","Olney Av & 20th St ",40.039551,-75.154348,"0101000020E6100000FE0C6FD6E0C952C016C3D50110054440"
"Upper North","15916","Olney Av & 20st St - MBFS",40.040421,-75.156142,"0101000020E61000000DE2033BFEC952C02B89EC832C054440"
"Upper North","15917","Olney Av & Chew Av",40.041165,-75.157617,"0101000020E6100000CB129D6516CA52C0B35E0CE544054440"
"Upper North","15973","Broad St & Wyoming Av ",40.024676,-75.147927,"0101000020E610000081CCCEA277C952C0807F4A9528034440"
"Upper North","15974","Broad St & Belfield Av - FS",40.022812,-75.148336,"0101000020E6100000723447567EC952C06AFAEC80EB024440"
"Upper North","15975","Broad St & Wingohocking St",40.021545,-75.148601,"0101000020E6100000C9C9C4AD82C952C038328FFCC1024440"
"Upper North","16044","Chew Av & 11th St - FS",40.039052,-75.138873,"0101000020E61000000953944BE3C852C0F46BEBA7FF044440"
"Upper North","16045","Chew Av & 10th St",40.03888,-75.137762,"0101000020E61000006B28B517D1C852C0F73B1405FA044440"
"Upper North","16053","10th St & Tabor Rd",40.036837,-75.138185,"0101000020E61000000EF3E505D8C852C031242713B7044440"
"Upper North","16054","10th St & Clarkson Av",40.035972,-75.138365,"0101000020E61000004E7ADFF8DAC852C02EC901BB9A044440"
"Upper North","16058","Wagner Av & Warnock St - FS",40.034814,-75.139446,"0101000020E6100000B763EAAEECC852C0B2B8FFC874044440"
"Upper North","16061","10th St & Wagner Av - FS",40.034173,-75.140028,"0101000020E61000008E210038F6C852C0FFB3E6C75F044440"
"Upper North","16067","10th St & Fisher Av - FS",40.032743,-75.139088,"0101000020E610000007D15AD1E6C852C0231631EC30044440"
"Upper North","16071","10th St & Duncannon Av",40.031351,-75.139389,"0101000020E6100000041BD7BFEBC852C034D93F4F03044440"
"Upper North","16133","10th St & Lindley Av",40.029799,-75.139726,"0101000020E6100000A8195245F1C852C00C3A2174D0034440"
"Upper North","16134","10th St & Ruscomb St",40.0283,-75.14004,"0101000020E61000007008556AF6C852C0083D9B559F034440"
"Upper North","16135","10th St & Rockland St",40.026819,-75.140377,"0101000020E61000001407D0EFFBC852C0AAF413CE6E034440"
"Upper North","16136","9th St & Loudon St - FS",40.024897,-75.139143,"0101000020E6100000E99D0AB8E7C852C05F622CD32F034440"
"Upper North","16137","9th St & Wyoming Av",40.023577,-75.139444,"0101000020E6100000E6E786A6ECC852C00AF8359204034440"
"Upper North","16138","9th St & Courtland St",40.021945,-75.139794,"0101000020E6100000548B8862F2C852C0C6A70018CF024440"
